Molecule ChEMBL ID	Smiles	Standard Type	Standard Relation	Standard Value	Standard Unit
CHEMBL30752	CCC1OC(/C=C/C2CC2)(C(F)(F)F)c2cc(F)ccc2NC1=O	IC50	=	151.0	nM
CHEMBL253996	Fc1ccc(CCNC(=S)Nc2nccs2)cc1	IC50	=	1000.0	nM
CHEMBL355333	COc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1	IC50	=	1000.0	nM
CHEMBL398837	CCOc1c(Cl)cc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1Cl	IC50	=	660.0	nM
CHEMBL140532	Cc1cc(C)cc(Sc2c(C)cnc(O)c2N)c1	IC50	=	100.0	nM
CHEMBL4291865	O=c1cc(Sc2cccc(Cl)c2)[nH]c(=O)n1O	IC50	=	11.0	nM
CHEMBL331330	CCN(c1ncccc1NC(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	400.0	nM
CHEMBL132883	CCCc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	450.0	nM
CHEMBL317130	CCN1c2ncc(N)cc2C(=O)N(C)c2cccnc21	IC50	=	130.0	nM
CHEMBL3414858	Cc1ccc(Cc2ccc3c(c2)CC(=O)N(O)C3=O)cc1	IC50	=	900.0	nM
CHEMBL155864	CCC(C)Sc1nc(O)c(C)c(Cc2ccccc2Cl)n1	IC50	=	400.0	nM
CHEMBL264184	O=S(=O)(c1ccccc1)c1c(C2=NCCN2)[nH]c2ccc(Cl)cc12	IC50	=	358.0	nM
CHEMBL320663	CCN1c2ncc(CNc3ccccc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	50.0	nM
CHEMBL69005	O=C1Nc2ccc(Cl)c3c2C(C(F)(F)F)(C=C(c2cccnc2)O3)N1	IC50	=	122.0	nM
CHEMBL309899	Cc1c(Cc2c(F)cccc2F)nc(SC2CCCC2)[nH]c1=O	IC50	=	80.0	nM
CHEMBL341201	O=C1c2c(Cl)ccc(Cl)c2C(=O)N1CCNC(=S)Nc1ccc(Cl)cn1	IC50	=	10.0	nM
CHEMBL431274	CCc1cc(NCc2nc3ccccc3s2)c(O)nc1C	IC50	=	350.0	nM
CHEMBL131972	CCOc1ccc(Cl)c(C2CC2NC(=O)Nc2cc(Cl)cnn2)c1F	IC50	=	1000.0	nM
CHEMBL148371	O=S(=O)(c1ccccc1)c1c(-c2ncc[nH]2)[nH]c2ccc(Cl)cc12	IC50	=	23.0	nM
CHEMBL340453	CCNc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(=O)(=O)CC)ccc3[nH]2)CC1	IC50	=	480.0	nM
CHEMBL328258	COc1ccccc1C(=O)CC/N=C(\S)Nc1ccc(Br)cn1	IC50	=	3.0	nM
CHEMBL100352	CCN1c2ncc(CO)cc2C(=O)N(C)c2cccnc21	IC50	=	50.0	nM
CHEMBL288305	CCN1c2ncccc2C(=O)N(C)c2ccc(C)nc21	IC50	=	170.0	nM
CHEMBL305965	CCN1c2ccc(Cl)cc2N(C)C(=O)c2cccnc21	IC50	=	170.0	nM
CHEMBL309574	CCN1c2ncccc2C(=O)N(C(C)=O)c2cccnc21	IC50	=	360.0	nM
CHEMBL929	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O	IC50	=	422.0	nM
CHEMBL116474	S=C(NCCc1cccs1)Nc1ccc(Br)cn1	IC50	=	800.0	nM
CHEMBL319091	CCN1c2ncc(CCc3ccncc3)cc2C(=O)N(C)c2cccnc21	IC50	=	110.0	nM
CHEMBL101944	CCN1c2ncc(CCc3cccnc3)cc2C(=O)N(C)c2cccnc21	IC50	=	320.0	nM
CHEMBL100445	CCN1c2ncc(COc3ccnc(C)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	230.0	nM
CHEMBL321544	CCN1c2ncc(CCc3ccncc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	80.0	nM
CHEMBL339067	Nc1cc(Cl)nc(SCc2cc3c(cc2Cl)OCO3)n1	IC50	=	16.0	nM
CHEMBL436392	CC(C)Nc1cccnc1N(C1CC1)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	700.0	nM
CHEMBL66434	CC1Cn2c(S)nc3cccc(c32)CN1CC1CC1	IC50	=	60.0	nM
CHEMBL53451	CCCN1C(=O)c2cc(N)ccc2Oc2cc(C)ccc21	IC50	=	130.0	nM
CHEMBL287317	COc1ccc(OC)c(CCNC(=O)Nc2ccc(Cl)cn2)c1F	IC50	=	140.0	nM
CHEMBL347823	CC(C)CSc1nc(O)cc(Cc2c(F)cccc2F)n1	IC50	=	200.0	nM
CHEMBL38341	COc1ccc(OC)c([C@H]2C[C@H]2NC(=O)Nc2ccc(Cl)cn2)c1F	IC50	=	270.0	nM
CHEMBL190170	CC(C)c1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O	IC50	=	630.0	nM
CHEMBL100903	CCN1c2ncc(COc3ccccc3O)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	350.0	nM
CHEMBL297453	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	IC50	=	730.0	nM
CHEMBL4473298	Cn1c(Nc2cccc(-c3cccc(C#N)c3)c2)cc(=O)n(O)c1=O	IC50	=	1000.0	nM
CHEMBL134278	CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(Cl)cn2)c1O	IC50	=	9.0	nM
CHEMBL125019	CC(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1.CS(=O)(=O)O	IC50	=	230.0	nM
CHEMBL122343	CN(c1ncccc1NC1CC1)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	90.0	nM
CHEMBL331911	CCN(c1ncccc1NC(C)C)C1CCN(C(=O)c2cc3cc(NC(=O)N4CCN(C)CC4)ccc3[nH]2)CC1	IC50	=	410.0	nM
CHEMBL102192	CCN1c2ncc(CCc3ccccc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	960.0	nM
CHEMBL142659	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3ccc(N)nc3)nc21	IC50	=	50.0	nM
CHEMBL131761	COC(=O)c1cc(C(=CCCN2CCOC2=O)c2cc(Br)c(OC)c(C(=O)OC)c2)cc(Br)c1OC	IC50	=	499.0	nM
CHEMBL103386	CCN1c2ncc(CSc3ccccc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	20.0	nM
CHEMBL100981	CCN1c2ncc(CSc3ncccn3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	30.0	nM
CHEMBL413252	CCN1c2ncc(COc3cc[n+]([O-])c(C(F)(F)F)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	270.0	nM
CHEMBL329728	CCN1c2ncc(CNc3cccc(N)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	60.0	nM
CHEMBL2368775	C#CCn1cnc2c(ncn2[C@@H]2O[C@H](COC)[C@@H](OP(C)(=O)O)[C@H]2OC)c1=O	IC50	=	150.0	nM
CHEMBL4167216	O=c1[nH]c2cc(-c3ccc(Cl)cc3)ccc2c(=O)n1O	IC50	=	200.0	nM
CHEMBL116350	S=C(NCCc1c[nH]c2ccccc12)Nc1ccc(Br)cn1	IC50	=	900.0	nM
CHEMBL335193	Nc1nc(=O)n([C@@H]2CC[C@H](CO)S2)cc1F	IC50	=	250.0	nM
CHEMBL330602	CCN1c2ncc(CCc3ccc(N)cc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	360.0	nM
CHEMBL439943	CCN1c2cc(C)c(C)cc2N(C)C(=O)c2cccnc21	IC50	=	40.0	nM
CHEMBL398890	COc1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1F	IC50	=	60.0	nM
CHEMBL53043	N#Cc1c(N)cccc1S(=O)(=O)c1ccc2ccccc2c1	IC50	=	29.51	nM
CHEMBL3038081	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	IC50	=	35.0	nM
CHEMBL144561	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3ccn[nH]3)nc21	IC50	=	390.0	nM
CHEMBL343625	CCN1c2ncccc2C(=O)Nc2c(C)cc(NCCCO)nc21	IC50	=	90.0	nM
CHEMBL297103	COC(=O)N1c2ccccc2NC(=O)C1(C#CC1CC1)C(F)(F)F	IC50	=	504.0	nM
CHEMBL145736	CN1C(=O)c2cccnc2N(C2CC2)c2nc(-c3cccnc3)ccc21	IC50	=	440.0	nM
CHEMBL42132	CCN1c2ncccc2-c2ncc(C)n2-c2cccnc21	IC50	=	425.0	nM
CHEMBL145237	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3cn[nH]c3)nc21	IC50	=	80.0	nM
CHEMBL137111	COc1ccc(F)c(CC/N=C(\S)Nc2ccc(Br)cn2)c1OC	IC50	=	85.0	nM
CHEMBL88677	Fc1cccc(F)c1CC/N=C(\S)Nc1ccc(Br)cn1	IC50	=	50.0	nM
CHEMBL4288444	O=c1cc(Sc2cccc(Br)c2)[nH]c(=O)n1O	IC50	=	11.0	nM
CHEMBL123553	CCc1cc(NCc2cc3cccc(Cl)c3o2)c(O)nc1C	IC50	=	335.0	nM
CHEMBL4292143	Cc1ccc(Sc2cc(=O)n(O)c(=O)[nH]2)cc1	IC50	=	33.0	nM
CHEMBL314884	O=C1c2ccccc2C2(c3cccc4c3CCC4)SCCN12	IC50	=	900.0	nM
CHEMBL142853	CN1C(=O)c2cccnc2N(C2CC2)c2nc(-c3cn[nH]c3)ccc21	IC50	=	60.0	nM
CHEMBL40562	COc1ccc(C(C)=O)c(F)c1CCNC(=O)Nc1ccc(Cl)cn1	IC50	=	100.0	nM
CHEMBL213419	Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(/C=C/CO)c1=O	IC50	=	500.0	nM
CHEMBL170810	COc1ccc(CC/N=C(\S)Nc2ccc(Br)cn2)cc1	IC50	=	900.0	nM
CHEMBL429488	CCOc1ccc(F)c(CCNC(=S)Nc2ccc(C#N)cn2)c1Cl	IC50	=	5.0	nM
CHEMBL106661	Cc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12	IC50	=	550.0	nM
CHEMBL254206	COc1ccc(CCNC(=S)Nc2nccs2)cc1	IC50	=	350.0	nM
CHEMBL134630	Fc1ccoc1CC/N=C(\S)Nc1ccc(Cl)cn1	IC50	=	4.0	nM
CHEMBL1767306	CC(C)c1c(Cc2ccccc2)n(CCCCc2ccc(F)cc2)c(=O)n(O)c1=O	IC50	=	900.0	nM
CHEMBL191502	CCN1c2ncc(CCOc3cccc4c(C(=O)O)cccc34)cc2C(=O)N(C)c2cccnc21	IC50	=	550.0	nM
CHEMBL39021	Cc1cccc(C(OCCn2c([N+](=O)[O-])cnc2C)c2ccccc2)c1	IC50	=	300.0	nM
CHEMBL141323	CCC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1	IC50	=	1000.0	nM
CHEMBL207123	COC(=O)C1=C(N2CCCC2)[C@H]2c3ccccc3S[C@@]12C(=O)OC	IC50	=	800.0	nM
CHEMBL322813	CNc1ccc2c(c1)C(C#CC1CC1)(C(F)(F)F)OC(=O)N2	IC50	=	608.0	nM
CHEMBL99624	CCN1c2ncc(COc3ccncc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	180.0	nM
CHEMBL317080	CCN1c2ncc(COc3ccc(F)cc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	280.0	nM
CHEMBL351121	CCC(C)Sc1nc(O)c(C)c(Cc2cccc([N+](=O)[O-])c2)n1	IC50	=	400.0	nM
CHEMBL307220	CCN1c2cccc(C)c2NC(=O)c2cccnc21	IC50	=	38.0	nM
CHEMBL288629	Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1cccc(F)c1	IC50	=	500.0	nM
CHEMBL416617	Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1cccc(Cl)c1	IC50	=	500.0	nM
CHEMBL281239	CCC#CC1(C(F)(F)F)OCC(=O)Nc2ccc(Cl)cc21	IC50	=	964.0	nM
CHEMBL254201	COc1ccccc1CCNC(=S)Nc1nccs1	IC50	=	40.0	nM
CHEMBL83622	CCc1cc(CCc2nc3ccccc3o2)c(O)nc1C	IC50	=	22.0	nM
CHEMBL176362	CCc1cc(CCc2nc3c(F)cccc3o2)c(O)nc1C	IC50	=	15.0	nM
CHEMBL70077	O=C1Nc2ccc(Cl)c(O)c2C(C#Cc2ccccc2)(C(F)(F)F)N1	IC50	=	174.0	nM
CHEMBL70629	CCN1c2ccc(C)c(C)c2N(C)C(=O)c2cccnc21	IC50	=	36.0	nM
CHEMBL359195	Nc1ccc(OCc2ccnc3c2NC(=O)c2cccnc2N3C2CC2)cc1	IC50	=	100.0	nM
CHEMBL611744	CCN(CC)CC.Nc1nc(=O)n(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)cc1F	IC50	=	400.0	nM
CHEMBL253169	COCc1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1F	IC50	=	4.0	nM
CHEMBL107180	CCc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12	IC50	=	78.0	nM
CHEMBL81319	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3cc[nH]c3)nc21	IC50	=	130.0	nM
CHEMBL59140	CCCN1C(=O)c2cc(N)ccc2Oc2cc(C)c(C)cc21	IC50	=	165.0	nM
CHEMBL299334	CSCCN1C(=O)c2ccccc2Oc2nc(Cl)ccc21	IC50	=	72.0	nM
CHEMBL56451	CCCN1C(=O)c2ccccc2Oc2ccccc21	IC50	=	375.0	nM
CHEMBL85533	CCc1cc(NCc2cccnc2OC)c(O)nc1C	IC50	=	680.0	nM
CHEMBL402265	CCOc1ccc(F)c(F)c1CCNC(=S)Nc1ccc(Br)cn1	IC50	=	5.0	nM
CHEMBL82904	CCc1ccc(CNc2cc(CC)c(C)nc2O)c(OC)c1	IC50	=	510.0	nM
CHEMBL99235	CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C	IC50	=	14.0	nM
CHEMBL69894	CCN1c2cc(Cl)ccc2N(C)C(=O)c2cccnc21	IC50	=	170.0	nM
CHEMBL148698	S=C(NCc1ccco1)Nc1nccs1	IC50	=	600.0	nM
CHEMBL74690	CCN1c2cc(N=[N+]=[N-])ccc2N(C)C(=O)c2cccnc21	IC50	=	140.0	nM
CHEMBL133559	CC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(Br)cn2)c1O	IC50	=	70.0	nM
CHEMBL57733	CCc1c(C)nc(O)c(N)c1Cc1cc(C)cc(C)c1	IC50	=	100.0	nM
CHEMBL73672	CCc1ccnc2c1NC(=O)c1cccnc1N2CC	IC50	=	110.0	nM
CHEMBL151716	O=C(OCCc1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	IC50	=	600.0	nM
CHEMBL442013	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2cncs2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C	IC50	=	32.0	nM
CHEMBL301022	CN1C(=O)c2cc(N)ccc2Oc2ccccc21	IC50	=	180.0	nM
CHEMBL340047	CCOc1ccc(F)c(C2CC2NC(=O)Nc2ccc(C#N)cn2)c1Cl	IC50	=	4.3	nM
CHEMBL64521	CC(C)C#C[C@]1(C(F)(F)F)NC(=O)Nc2ccc(F)c(Cl)c21	IC50	=	78.0	nM
CHEMBL94725	O=C1Nc2ccc(F)cc2C(C#CC2CC2)(C(F)(F)F)O1	IC50	=	190.0	nM
CHEMBL332675	CCN(c1ncccc1NC(C)C)C1CCN(C(=O)c2cc3cc(NS(=O)(=O)N4CCN(C)CC4)ccc3[nH]2)CC1	IC50	=	380.0	nM
CHEMBL433172	CCN1c2ncc(COc3cc[n+]([O-])c(C)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	210.0	nM
CHEMBL253018	Cc1cnc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)[nH]1	IC50	=	9.0	nM
CHEMBL87303	O=C1c2ccccc2C2(c3cccc4ccccc34)SCCN12	IC50	=	130.0	nM
CHEMBL303089	O=C1Nc2ccc(F)cc2[C@@](C#CC2CC2)(C(F)(F)F)N1	IC50	=	50.0	nM
CHEMBL1160260	Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@@H](OP(=O)(O)OP(=O)(O)NP(=O)(O)O)O2)c(=O)[nH]c1=O	IC50	=	100.0	nM
CHEMBL4288722	CCc1ccccc1Sc1cc(=O)n(O)c(=O)[nH]1	IC50	=	10.0	nM
CHEMBL4277884	O=c1cc(Cc2ccc(Br)cc2)[nH]c(=O)n1O	IC50	=	11.0	nM
CHEMBL319277	CCN1c2ncc(COc3ccccc3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	210.0	nM
CHEMBL79338	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3c[nH]c4ccccc34)nc21	IC50	=	90.0	nM
CHEMBL250438	COc1cccc(F)c1CCNC(=S)Nc1nccs1	IC50	=	10.0	nM
CHEMBL4281242	O=c1cc(Sc2ccc(Br)cc2)[nH]c(=O)n1O	IC50	=	10.0	nM
CHEMBL4281980	O=c1cc(Sc2ccccc2-c2ccc(F)cc2)[nH]c(=O)n1O	IC50	=	12.0	nM
CHEMBL124338	CC(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	500.0	nM
CHEMBL135235	C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@]3(C)Cl	IC50	=	200.0	nM
CHEMBL124786	CCc1cc(NCc2nc3c(F)cccc3o2)c(O)nc1C	IC50	=	110.0	nM
CHEMBL143976	CCN1c2ncccc2C(=O)N(C)c2ccc(/C=C/C(N)=O)nc21	IC50	=	250.0	nM
CHEMBL83825	CCc1cc(NCN2C(=O)c3ccccc3C2=O)c(O)nc1C	IC50	=	30.0	nM
CHEMBL483492	Cc1cn([C@@H]2C[C@@H](F)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1N	IC50	=	600.0	nM
CHEMBL48286	O=C1Nc2ccccc2N(CCC2CC2)C1(C#CC1CC1)C(F)(F)F	IC50	=	340.0	nM
CHEMBL4286171	O=c1cc(Sc2ccc(-c3cccc(C(F)(F)F)c3)cc2)[nH]c(=O)n1O	IC50	=	8.0	nM
CHEMBL4285242	O=c1cc(Sc2cccc(-c3cccc(F)c3)c2)[nH]c(=O)n1O	IC50	=	6.0	nM
CHEMBL133469	CC(C)Cc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	IC50	=	510.0	nM
CHEMBL64722	O=C1Nc2cccc(F)c2[C@@](C#CC2CC2)(C(F)(F)F)N1	IC50	=	62.0	nM
CHEMBL144035	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3ccc(O)cc3)nc21	IC50	=	10.0	nM
CHEMBL253171	CCOc1ccc(F)c(CCNC(=S)Nc2ccc(I)cn2)c1Cl	IC50	=	8.0	nM
CHEMBL321765	CCN1c2ncc(CCO)cc2C(=O)N(C)c2cccnc21	IC50	=	430.0	nM
CHEMBL3038086	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCO)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	IC50	=	80.0	nM
CHEMBL79339	CCN1c2ncccc2C(=O)N(C)c2ccc(-c3c[nH]c4ncccc34)nc21	IC50	=	210.0	nM
CHEMBL198551	COC(=O)c1cc(/C(=C\CCN2CCOC2=O)c2ccc(OC)c(OC)c2)cc(C)c1OC	IC50	=	1000.0	nM
CHEMBL313998	COc1cccc(C(=O)CC/N=C(\S)Nc2ccc(Br)cn2)c1	IC50	=	80.0	nM
CHEMBL135179	Cn1cccc1CC/N=C(\S)Nc1ccc(Cl)cn1	IC50	=	90.0	nM
CHEMBL125084	Cc1nc(CCCCCCC(O)c2ccccc2)n2nc(Cl)ccc12	IC50	=	380.0	nM
CHEMBL31771	CC1OC(C#CC2CC2)(C(F)(F)F)c2c(ccc(F)c2F)NC1=O	IC50	=	193.0	nM
CHEMBL415320	CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C	IC50	=	210.0	nM
CHEMBL254237	CCOc1ccc(OCC)c(CCNC(=S)Nc2ccc(Br)cn2)c1	IC50	=	707.0	nM
CHEMBL144773	CCN1c2ncccc2C(=O)N(C)c2ccc(/C=C/C(=O)OC)nc21	IC50	=	670.0	nM
CHEMBL127427	Cc1cn(-c2ccc3c(C)nc(CCCCCCC(=O)c4ccccc4)n3n2)cn1	IC50	=	550.0	nM
CHEMBL312340	CCN1c2ccc(C)cc2C(=O)N(C)c2cccnc21	IC50	=	580.0	nM
CHEMBL189423	CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2ccc(C)nc21	IC50	=	19.0	nM
CHEMBL366017	CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	10.0	nM
CHEMBL125336	CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(S)nc1C	IC50	=	42.0	nM
CHEMBL100136	CCN1c2ncc(CCc3ccnc(C)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	140.0	nM
CHEMBL94526	O=C1Nc2cc(F)c(F)c(F)c2C(C#CC2CC2)(C(F)(F)F)O1	IC50	=	442.0	nM
CHEMBL100056	CCN1c2ncc(CCc3cccc(N)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	250.0	nM
CHEMBL295585	Fc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1	IC50	=	600.0	nM
CHEMBL70719	CCN1c2cc(Cl)c(Cl)cc2N(C)C(=O)c2cccnc21	IC50	=	62.0	nM
CHEMBL107606	COc1ccc(C(=O)CSc2nc(O)c(C)c(Cc3cccc4ccccc34)n2)cc1	IC50	=	370.0	nM
CHEMBL344288	C#Cc1ccc2c(n1)N(CC)c1ncccc1C(=O)N2C	IC50	=	140.0	nM
CHEMBL292711	CCC#C[C@]1(C(F)(F)F)NC(=O)Nc2ccc(F)c(F)c21	IC50	=	74.0	nM
CHEMBL405301	C/C=C/C[C@@H](C)[C@@H](O)C1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](CO)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	IC50	=	95.0	nM
CHEMBL131643	CCOc1ccc(Cl)c(C2CC2NC(=O)Nc2ccc(Cl)cn2)c1F	IC50	=	21.0	nM
CHEMBL103716	CCN1c2ncc(CCc3ccccc3)cc2C(=O)N(C)c2ccc(C3=CCC=N3)nc21	IC50	=	590.0	nM
CHEMBL305041	CCN1c2nc(C)ccc2C(=O)N(C)c2cccnc21	IC50	=	1000.0	nM
CHEMBL191655	O=C1c2ccccc2C(=O)N1CCOC(=S)Nc1ccccc1	IC50	=	600.0	nM
CHEMBL316151	COc1cccc(C23SCCN2C(=O)c2ccccc23)c1	IC50	=	970.0	nM
CHEMBL85446	Cc1cccc(C23SCCN2C(=O)c2ccccc23)c1	IC50	=	35.0	nM
CHEMBL85946	CCC(C)Sc1nc(O)c(C)c(C(C)c2c(F)cccc2F)n1	IC50	=	20.0	nM
CHEMBL100833	CCN1c2ncc(CCc3ccncc3)cc2C(=O)N(C)c2ccc(F)nc21	IC50	=	20.0	nM
CHEMBL300087	CCOC(=O)N1c2ccccc2NC(=O)C1(C#CC1CC1)C(F)(F)F	IC50	=	118.0	nM
CHEMBL322004	Oc1ncccc1C(/C=C/c1ccccc1)(OCc1ccccc1)C(F)(F)F	IC50	=	43.89	nM
CHEMBL305010	CCN1c2ccccc2C(=O)N(C)c2cccnc21	IC50	=	500.0	nM
CHEMBL99793	CCN1c2ncc(COc3cccc(OC)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	220.0	nM
CHEMBL318730	CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C	IC50	=	440.0	nM
CHEMBL339406	CC(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3ccc(OCCOCCOCCO)cc3[nH]2)CC1	IC50	=	300.0	nM
CHEMBL95426	CCc1cc(CCc2nc3ccccc3s2)c(O)nc1C	IC50	=	370.0	nM
CHEMBL54900	Cc1cc(C)c2c(c1)Oc1ccc(C#N)cc1C(=O)N2C	IC50	=	50.0	nM
CHEMBL4549947	Cc1ccc(-c2ccc(Nc3cc(=O)n(O)c(=O)[nH]3)cc2)cc1	IC50	=	400.0	nM
CHEMBL304826	CC(C)=CCN1[C@@H](C)c2cc(Cl)cc3nc(O)n(c23)C[C@H]1C	IC50	=	230.0	nM
CHEMBL4285516	COc1ccc(-c2ccc(Cc3cc(=O)n(O)c(=O)[nH]3)cc2)cc1F	IC50	=	7.6	nM
CHEMBL125510	CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C	IC50	=	338.84	nM
CHEMBL102034	CCN1c2ncc(COc3ccncc3)cc2C(=O)N(C)c2ccc(F)nc21	IC50	=	130.0	nM
CHEMBL103235	CCN1c2ncc(COc3cccc(C(=O)OC)c3)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	700.0	nM
CHEMBL331684	CCN(c1nc(F)ccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(=O)(=O)N4CCN(C)CC4)ccc3[nH]2)CC1	IC50	=	830.0	nM
CHEMBL330180	CCN1c2ncc(CSc3[nH]cnc4ncnc3-4)cc2C(=O)N(C)c2ccc(Cl)nc21	IC50	=	130.0	nM
CHEMBL156083	CCCCSc1nc(O)cc(Cc2c(Cl)cccc2Cl)n1	IC50	=	500.0	nM
CHEMBL4471917	Cn1c(Nc2cccc(-c3ccc(O)cc3)c2)cc(=O)n(O)c1=O	IC50	=	750.0	nM
CHEMBL4563882	COc1ccc(-c2cccc(Nc3cc(=O)n(O)c(=O)n3C)c2)cc1OC	IC50	=	900.0	nM
