frag_ref	frag	score
6ooy_A7M_frag6	3dmj_GWE_frag29	0.33662
6ooy_A7M_frag6	3dol_GWI_frag1	0.32922
6ooy_A7M_frag6	3dol_GWI_frag2	0.32922
6ooy_A7M_frag6	3dol_GWI_frag3	0.33162
6ooy_A7M_frag6	3dol_GWI_frag4	0.33205
6ooy_A7M_frag6	3dol_GWI_frag5	0.33162
6ooy_A7M_frag6	3dol_GWI_frag6	0.33205
6ooy_A7M_frag6	3dol_GWI_frag7	0.33394
6ooy_A7M_frag6	3dol_GWI_frag8	0.33394
6ooy_A7M_frag6	3dol_GWI_frag9	0.33366
6ooy_A7M_frag6	3dol_GWI_frag10	0.33449
6ooy_A7M_frag6	3dol_GWI_frag11	0.33512
6ooy_A7M_frag6	3dol_GWI_frag12	0.33366
6ooy_A7M_frag6	3dol_GWI_frag13	0.33512
6ooy_A7M_frag6	3dol_GWI_frag14	0.3363
6ooy_A7M_frag6	3dol_GWI_frag15	0.33609
6ooy_A7M_frag6	3dol_GWI_frag16	0.33609
6ooy_A7M_frag6	3dol_GWI_frag17	0.33638
6ooy_A7M_frag6	3dol_GWI_frag18	0.33549
6ooy_A7M_frag6	3dol_GWI_frag19	0.33638
6ooy_A7M_frag6	3dol_GWI_frag20	0.33699
6ooy_A7M_frag6	3dol_GWI_frag21	0.33645
6ooy_A7M_frag6	3dol_GWI_frag22	0.33652
6ooy_A7M_frag6	3dol_GWI_frag23	0.33645
6ooy_A7M_frag6	3dol_GWI_frag24	0.33699
6ooy_A7M_frag6	3dol_GWI_frag25	0.33756
6ooy_A7M_frag6	3dol_GWI_frag26	0.33653
6ooy_A7M_frag6	3dol_GWI_frag27	0.33666
6ooy_A7M_frag6	3dol_GWI_frag28	0.33666
6ooy_A7M_frag6	3dol_GWI_frag29	0.33665
6ooy_A7M_frag6	3hvt_NVP_frag1	0.33433
6ooy_A7M_frag6	3hvt_NVP_frag2	0.33524
6ooy_A7M_frag6	3hvt_NVP_frag3	0.34415
6ooy_A7M_frag6	3hvt_NVP_frag4	0.33651
6ooy_A7M_frag6	3irx_UDR_frag1	0.32845
6ooy_A7M_frag6	3irx_UDR_frag2	0.33012
6ooy_A7M_frag6	3irx_UDR_frag3	0.32863
6ooy_A7M_frag6	3irx_UDR_frag4	0.32932
6ooy_A7M_frag6	3irx_UDR_frag5	0.33047
6ooy_A7M_frag6	3irx_UDR_frag6	0.33102
6ooy_A7M_frag6	3irx_UDR_frag7	0.3296
6ooy_A7M_frag6	3irx_UDR_frag8	0.33156
6ooy_A7M_frag6	3irx_UDR_frag9	0.33161
6ooy_A7M_frag6	3irx_UDR_frag10	0.33292
6ooy_A7M_frag6	3irx_UDR_frag11	0.33402
6ooy_A7M_frag6	3irx_UDR_frag12	0.3318
6ooy_A7M_frag6	3irx_UDR_frag13	0.33256
6ooy_A7M_frag6	3irx_UDR_frag14	0.33342
6ooy_A7M_frag6	3irx_UDR_frag15	0.33392
6ooy_A7M_frag6	3irx_UDR_frag16	0.33481
6ooy_A7M_frag6	3irx_UDR_frag17	0.33464
6ooy_A7M_frag6	3irx_UDR_frag18	0.33304
6ooy_A7M_frag6	3irx_UDR_frag19	0.3356
6ooy_A7M_frag6	3irx_UDR_frag20	0.33717
6ooy_A7M_frag6	3irx_UDR_frag21	0.3346
6ooy_A7M_frag6	3irx_UDR_frag22	0.33616
6ooy_A7M_frag6	3irx_UDR_frag23	0.33525
6ooy_A7M_frag6	3irx_UDR_frag24	0.33647
6ooy_A7M_frag6	3irx_UDR_frag25	0.33665
6ooy_A7M_frag6	3irx_UDR_frag26	0.33645
6ooy_A7M_frag6	3irx_UDR_frag27	0.33662
6ooy_A7M_frag6	3irx_UDR_frag28	0.33939
6ooy_A7M_frag6	3is9_AC7_frag1	0.32969
6ooy_A7M_frag6	3is9_AC7_frag2	0.33155
6ooy_A7M_frag6	3is9_AC7_frag3	0.33073
6ooy_A7M_frag6	3is9_AC7_frag4	0.33089
6ooy_A7M_frag6	3is9_AC7_frag5	0.33044
6ooy_A7M_frag6	3is9_AC7_frag6	0.33243
6ooy_A7M_frag6	3is9_AC7_frag7	0.33243
6ooy_A7M_frag6	3is9_AC7_frag8	0.33147
6ooy_A7M_frag6	3is9_AC7_frag9	0.33164
6ooy_A7M_frag6	3is9_AC7_frag10	0.33204
6ooy_A7M_frag6	3is9_AC7_frag11	0.33086
6ooy_A7M_frag6	3is9_AC7_frag12	0.33047
6ooy_A7M_frag6	3is9_AC7_frag13	0.33163
6ooy_A7M_frag6	3is9_AC7_frag14	0.33293
6ooy_A7M_frag6	3is9_AC7_frag15	0.33303
6ooy_A7M_frag6	3is9_AC7_frag16	0.33248
6ooy_A7M_frag6	3is9_AC7_frag17	0.3316
6ooy_A7M_frag6	3is9_AC7_frag18	0.33209
6ooy_A7M_frag6	3is9_AC7_frag19	0.33249
6ooy_A7M_frag6	3is9_AC7_frag20	0.33233
6ooy_A7M_frag6	3is9_AC7_frag21	0.33294
6ooy_A7M_frag6	3is9_AC7_frag22	0.33198
6ooy_A7M_frag6	3is9_AC7_frag23	0.3321
6ooy_A7M_frag6	3is9_AC7_frag24	0.33163
6ooy_A7M_frag6	3is9_AC7_frag25	0.33158
6ooy_A7M_frag6	3is9_AC7_frag26	0.33306
6ooy_A7M_frag6	3is9_AC7_frag27	0.33384
6ooy_A7M_frag6	3is9_AC7_frag28	0.33352
6ooy_A7M_frag6	3is9_AC7_frag29	0.33299
6ooy_A7M_frag6	3is9_AC7_frag30	0.33342
6ooy_A7M_frag6	3is9_AC7_frag31	0.33291
6ooy_A7M_frag6	3is9_AC7_frag32	0.33336
6ooy_A7M_frag6	3is9_AC7_frag33	0.33332
6ooy_A7M_frag6	3is9_AC7_frag34	0.33243
6ooy_A7M_frag6	3is9_AC7_frag35	0.33305
6ooy_A7M_frag6	3is9_AC7_frag36	0.333
6ooy_A7M_frag6	3is9_AC7_frag37	0.33173
6ooy_A7M_frag6	3is9_AC7_frag38	0.33283
6ooy_A7M_frag6	3is9_AC7_frag39	0.3329
6ooy_A7M_frag6	3is9_AC7_frag40	0.33411
6ooy_A7M_frag6	3is9_AC7_frag41	0.33361
6ooy_A7M_frag6	3is9_AC7_frag42	0.33442
6ooy_A7M_frag6	3is9_AC7_frag43	0.33425
6ooy_A7M_frag6	3is9_AC7_frag44	0.33312
6ooy_A7M_frag6	3is9_AC7_frag45	0.33307
6ooy_A7M_frag6	3is9_AC7_frag46	0.334
6ooy_A7M_frag6	3is9_AC7_frag47	0.33384
6ooy_A7M_frag6	3is9_AC7_frag48	0.3337
6ooy_A7M_frag6	3is9_AC7_frag49	0.33392
6ooy_A7M_frag6	3is9_AC7_frag50	0.33284
6ooy_A7M_frag6	3is9_AC7_frag51	0.33321
6ooy_A7M_frag6	3is9_AC7_frag52	0.33421
6ooy_A7M_frag6	3is9_AC7_frag53	0.33467
6ooy_A7M_frag6	3is9_AC7_frag54	0.3347
6ooy_A7M_frag6	3is9_AC7_frag55	0.33431
6ooy_A7M_frag6	3is9_AC7_frag56	0.33385
6ooy_A7M_frag6	3is9_AC7_frag57	0.33421
6ooy_A7M_frag6	3is9_AC7_frag58	0.33394
6ooy_A7M_frag6	3is9_AC7_frag59	0.33409
6ooy_A7M_frag6	3is9_AC7_frag60	0.33389
6ooy_A7M_frag6	3is9_AC7_frag61	0.33465
6ooy_A7M_frag6	3is9_AC7_frag62	0.33508
6ooy_A7M_frag6	3is9_AC7_frag63	0.33472
6ooy_A7M_frag6	3is9_AC7_frag64	0.3348
6ooy_A7M_frag6	3is9_AC7_frag65	0.33496
6ooy_A7M_frag6	3is9_AC7_frag66	0.33499
6ooy_A7M_frag6	3is9_AC7_frag67	0.33529
6ooy_A7M_frag6	3is9_AC7_frag68	0.33503
6ooy_A7M_frag6	3is9_AC7_frag69	0.33459
6ooy_A7M_frag6	3is9_AC7_frag70	0.33544
6ooy_A7M_frag6	3is9_AC7_frag71	0.33548
6ooy_A7M_frag6	3is9_AC7_frag72	0.3355
6ooy_A7M_frag6	3is9_AC7_frag73	0.33487
6ooy_A7M_frag6	3is9_AC7_frag74	0.33538
6ooy_A7M_frag6	3is9_AC7_frag75	0.33569
6ooy_A7M_frag6	3is9_AC7_frag76	0.33562
6ooy_A7M_frag6	3is9_AC7_frag77	0.33539
6ooy_A7M_frag6	3is9_AC7_frag78	0.33615
6ooy_A7M_frag6	3is9_AC7_frag79	0.33594
6ooy_A7M_frag6	3is9_AC7_frag80	0.33612
6ooy_A7M_frag6	3is9_AC7_frag81	0.33541
6ooy_A7M_frag6	3is9_AC7_frag82	0.3361
6ooy_A7M_frag6	3is9_AC7_frag83	0.3361
6ooy_A7M_frag6	3is9_AC7_frag84	0.33673
6ooy_A7M_frag6	3is9_AC7_frag85	0.33606
6ooy_A7M_frag6	3is9_AC7_frag86	0.33638
6ooy_A7M_frag6	3is9_AC7_frag87	0.33632
6ooy_A7M_frag6	3is9_AC7_frag88	0.33635
6ooy_A7M_frag6	3is9_AC7_frag89	0.3365
6ooy_A7M_frag6	3is9_AC7_frag90	0.34286
6ooy_A7M_frag6	3is9_AC7_frag91	0.3366
6ooy_A7M_frag6	3is9_AC7_frag92	0.33666
6ooy_A7M_frag6	3qlh_T27_frag1	0.32822
6ooy_A7M_frag6	3qlh_T27_frag2	0.33042
6ooy_A7M_frag6	3qlh_T27_frag3	0.32822
6ooy_A7M_frag6	3qlh_T27_frag4	0.33042
6ooy_A7M_frag6	3qlh_T27_frag5	0.33171
6ooy_A7M_frag6	3qlh_T27_frag6	0.33235
6ooy_A7M_frag6	3qlh_T27_frag7	0.33171
6ooy_A7M_frag6	3qlh_T27_frag8	0.33386
6ooy_A7M_frag6	3qlh_T27_frag9	0.33235
6ooy_A7M_frag6	3qlh_T27_frag10	0.33386
6ooy_A7M_frag6	3qlh_T27_frag11	0.33546
6ooy_A7M_frag6	3qlh_T27_frag12	0.33616
6ooy_A7M_frag6	3qlh_T27_frag13	0.33546
6ooy_A7M_frag6	3qlh_T27_frag14	0.33616
6ooy_A7M_frag6	3qlh_T27_frag15	0.33616
6ooy_A7M_frag6	3qlh_T27_frag16	0.33639
6ooy_A7M_frag6	3qlh_T27_frag17	0.33644
6ooy_A7M_frag6	3qlh_T27_frag18	0.33616
6ooy_A7M_frag6	3qlh_T27_frag19	0.3367
6ooy_A7M_frag6	3qlh_T27_frag20	0.33687
6ooy_A7M_frag6	3qlh_T27_frag21	0.33644
6ooy_A7M_frag6	3qlh_T27_frag22	0.33784
6ooy_A7M_frag6	3qlh_T27_frag23	0.33687
6ooy_A7M_frag6	3qlh_T27_frag24	0.33877
6ooy_A7M_frag6	3qlh_T27_frag25	0.33665
6ooy_A7M_frag6	3qlh_T27_frag26	0.33665
6ooy_A7M_frag6	3qlh_T27_frag27	0.3366
6ooy_A7M_frag6	4g1q_T27_frag1	0.32917
6ooy_A7M_frag6	4g1q_T27_frag2	0.33009
6ooy_A7M_frag6	4g1q_T27_frag3	0.32953
6ooy_A7M_frag6	4g1q_T27_frag4	0.33049
6ooy_A7M_frag6	4g1q_T27_frag5	0.33158
6ooy_A7M_frag6	4g1q_T27_frag6	0.33198
6ooy_A7M_frag6	4g1q_T27_frag7	0.33198
6ooy_A7M_frag6	4g1q_T27_frag8	0.33457
6ooy_A7M_frag6	4g1q_T27_frag9	0.33241
6ooy_A7M_frag6	4g1q_T27_frag10	0.33457
6ooy_A7M_frag6	4g1q_T27_frag11	0.33519
6ooy_A7M_frag6	4g1q_T27_frag12	0.33584
6ooy_A7M_frag6	4g1q_T27_frag13	0.33519
6ooy_A7M_frag6	4g1q_T27_frag14	0.33593
6ooy_A7M_frag6	4g1q_T27_frag15	0.33594
6ooy_A7M_frag6	4g1q_T27_frag16	0.33633
6ooy_A7M_frag6	4g1q_T27_frag17	0.33643
6ooy_A7M_frag6	4g1q_T27_frag18	0.33609
6ooy_A7M_frag6	4g1q_T27_frag19	0.33667
6ooy_A7M_frag6	4g1q_T27_frag20	0.33643
6ooy_A7M_frag6	4g1q_T27_frag21	0.33684
6ooy_A7M_frag6	4g1q_T27_frag22	0.33687
6ooy_A7M_frag6	4g1q_T27_frag23	0.33684
6ooy_A7M_frag6	4g1q_T27_frag24	0.33732
6ooy_A7M_frag6	4g1q_T27_frag25	0.33661
6ooy_A7M_frag6	4g1q_T27_frag26	0.33666
6ooy_A7M_frag6	4g1q_T27_frag27	0.33662
6ooy_A7M_frag6	4g1q_T27_frag28	0.33667
6ooy_A7M_frag6	4h4m_494_frag1	0.32216
6ooy_A7M_frag6	4h4m_494_frag2	0.3237
6ooy_A7M_frag6	4h4m_494_frag3	0.33178
6ooy_A7M_frag6	4h4m_494_frag4	0.33294
6ooy_A7M_frag6	4h4m_494_frag5	0.32872
6ooy_A7M_frag6	4h4m_494_frag6	0.3329
6ooy_A7M_frag6	4h4m_494_frag7	0.32872
6ooy_A7M_frag6	4h4m_494_frag8	0.33392
6ooy_A7M_frag6	4h4m_494_frag9	0.33598
6ooy_A7M_frag6	4h4m_494_frag10	0.33518
6ooy_A7M_frag6	4h4m_494_frag11	0.33598
6ooy_A7M_frag6	4h4m_494_frag12	0.33402
6ooy_A7M_frag6	4h4m_494_frag13	0.33518
6ooy_A7M_frag6	4h4m_494_frag14	0.3363
6ooy_A7M_frag6	4h4m_494_frag15	0.33616
6ooy_A7M_frag6	4h4m_494_frag16	0.3363
6ooy_A7M_frag6	4h4m_494_frag17	0.33616
6ooy_A7M_frag6	4h4m_494_frag18	0.33642
6ooy_A7M_frag6	4h4m_494_frag19	0.33881
6ooy_A7M_frag6	4h4m_494_frag20	0.33667
6ooy_A7M_frag6	4h4o_506_frag1	0.32181
6ooy_A7M_frag6	4h4o_506_frag2	0.32244
6ooy_A7M_frag6	4h4o_506_frag3	0.33074
6ooy_A7M_frag6	4h4o_506_frag4	0.32805
6ooy_A7M_frag6	4h4o_506_frag5	0.33189
6ooy_A7M_frag6	4h4o_506_frag6	0.32805
6ooy_A7M_frag6	4h4o_506_frag7	0.33144
6ooy_A7M_frag6	4h4o_506_frag8	0.33271
6ooy_A7M_frag6	4h4o_506_frag9	0.33594
6ooy_A7M_frag6	4h4o_506_frag10	0.33381
6ooy_A7M_frag6	4h4o_506_frag11	0.33419
6ooy_A7M_frag6	4h4o_506_frag12	0.33594
6ooy_A7M_frag6	4h4o_506_frag13	0.33419
6ooy_A7M_frag6	4h4o_506_frag14	0.33615
6ooy_A7M_frag6	4h4o_506_frag15	0.33567
6ooy_A7M_frag6	4h4o_506_frag16	0.33615
6ooy_A7M_frag6	4h4o_506_frag17	0.33567
6ooy_A7M_frag6	4h4o_506_frag18	0.33642
6ooy_A7M_frag6	4h4o_506_frag19	0.3375
6ooy_A7M_frag6	4h4o_506_frag20	0.33667
6ooy_A7M_frag6	4i2p_G73_frag1	0.32742
6ooy_A7M_frag6	4i2p_G73_frag2	0.32898
6ooy_A7M_frag6	4i2p_G73_frag3	0.32742
6ooy_A7M_frag6	4i2p_G73_frag4	0.32898
6ooy_A7M_frag6	4i2p_G73_frag5	0.33015
6ooy_A7M_frag6	4i2p_G73_frag6	0.33015
6ooy_A7M_frag6	4i2p_G73_frag7	0.33273
6ooy_A7M_frag6	4i2p_G73_frag8	0.33015
6ooy_A7M_frag6	4i2p_G73_frag9	0.33273
6ooy_A7M_frag6	4i2p_G73_frag10	0.33015
6ooy_A7M_frag6	4i2p_G73_frag11	0.33383
6ooy_A7M_frag6	4i2p_G73_frag12	0.33383
6ooy_A7M_frag6	4i2p_G73_frag13	0.33588
6ooy_A7M_frag6	4i2p_G73_frag14	0.33597
6ooy_A7M_frag6	4i2p_G73_frag15	0.3358
6ooy_A7M_frag6	4i2p_G73_frag16	0.3358
6ooy_A7M_frag6	4i2p_G73_frag17	0.3358
6ooy_A7M_frag6	4i2p_G73_frag18	0.33588
6ooy_A7M_frag6	4i2p_G73_frag19	0.33588
6ooy_A7M_frag6	4i2p_G73_frag20	0.3358
6ooy_A7M_frag6	4i2p_G73_frag21	0.33613
6ooy_A7M_frag6	4i2p_G73_frag22	0.33597
6ooy_A7M_frag6	4i2p_G73_frag23	0.33656
6ooy_A7M_frag6	4i2p_G73_frag24	0.3369
6ooy_A7M_frag6	4i2p_G73_frag25	0.33662
6ooy_A7M_frag6	4i2p_G73_frag26	0.33661
6ooy_A7M_frag6	4i2p_G73_frag27	0.33657
6ooy_A7M_frag6	4i2p_G73_frag28	0.33835
6ooy_A7M_frag6	4i2q_1BT_frag1	0.32759
6ooy_A7M_frag6	4i2q_1BT_frag2	0.32759
6ooy_A7M_frag6	4i2q_1BT_frag3	0.3312
6ooy_A7M_frag6	4i2q_1BT_frag4	0.3312
6ooy_A7M_frag6	4i2q_1BT_frag5	0.33173
6ooy_A7M_frag6	4i2q_1BT_frag6	0.33173
6ooy_A7M_frag6	4i2q_1BT_frag7	0.3312
6ooy_A7M_frag6	4i2q_1BT_frag8	0.3312
6ooy_A7M_frag6	4i2q_1BT_frag9	0.33584
6ooy_A7M_frag6	4i2q_1BT_frag10	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag11	0.33434
6ooy_A7M_frag6	4i2q_1BT_frag12	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag13	0.33576
6ooy_A7M_frag6	4i2q_1BT_frag14	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag15	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag16	0.33584
6ooy_A7M_frag6	4i2q_1BT_frag17	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag18	0.33587
6ooy_A7M_frag6	4i2q_1BT_frag19	0.33665
6ooy_A7M_frag6	4i2q_1BT_frag20	0.33661
6ooy_A7M_frag6	4i2q_1BT_frag21	0.33666
6ooy_A7M_frag6	4id5_T27_frag1	0.33045
6ooy_A7M_frag6	4id5_T27_frag2	0.33131
6ooy_A7M_frag6	4id5_T27_frag3	0.33155
6ooy_A7M_frag6	4id5_T27_frag4	0.33253
6ooy_A7M_frag6	4id5_T27_frag5	0.33184
6ooy_A7M_frag6	4id5_T27_frag6	0.33229
6ooy_A7M_frag6	4id5_T27_frag7	0.33301
6ooy_A7M_frag6	4id5_T27_frag8	0.33519
6ooy_A7M_frag6	4id5_T27_frag9	0.33351
6ooy_A7M_frag6	4id5_T27_frag10	0.33519
6ooy_A7M_frag6	4id5_T27_frag11	0.33584
6ooy_A7M_frag6	4id5_T27_frag12	0.33593
6ooy_A7M_frag6	4id5_T27_frag13	0.33584
6ooy_A7M_frag6	4id5_T27_frag14	0.33603
6ooy_A7M_frag6	4id5_T27_frag15	0.33622
6ooy_A7M_frag6	4id5_T27_frag16	0.33617
6ooy_A7M_frag6	4id5_T27_frag17	0.33647
6ooy_A7M_frag6	4id5_T27_frag18	0.33631
6ooy_A7M_frag6	4id5_T27_frag19	0.33714
6ooy_A7M_frag6	4id5_T27_frag20	0.33647
6ooy_A7M_frag6	4id5_T27_frag21	0.33686
6ooy_A7M_frag6	4id5_T27_frag22	0.33676
6ooy_A7M_frag6	4id5_T27_frag23	0.33686
6ooy_A7M_frag6	4id5_T27_frag24	0.33801
6ooy_A7M_frag6	4id5_T27_frag25	0.33661
6ooy_A7M_frag6	4id5_T27_frag26	0.33666
6ooy_A7M_frag6	4id5_T27_frag27	0.33667
6ooy_A7M_frag6	4id5_T27_frag28	0.33667
6ooy_A7M_frag6	4ifv_T27_frag1	0.33008
6ooy_A7M_frag6	4ifv_T27_frag2	0.33097
6ooy_A7M_frag6	4ifv_T27_frag3	0.33128
6ooy_A7M_frag6	4ifv_T27_frag4	0.3323
6ooy_A7M_frag6	4ifv_T27_frag5	0.3318
6ooy_A7M_frag6	4ifv_T27_frag6	0.3318
6ooy_A7M_frag6	4ifv_T27_frag7	0.33305
6ooy_A7M_frag6	4ifv_T27_frag8	0.33485
6ooy_A7M_frag6	4ifv_T27_frag9	0.33305
6ooy_A7M_frag6	4ifv_T27_frag10	0.33485
6ooy_A7M_frag6	4ifv_T27_frag11	0.33551
6ooy_A7M_frag6	4ifv_T27_frag12	0.33592
6ooy_A7M_frag6	4ifv_T27_frag13	0.33551
6ooy_A7M_frag6	4ifv_T27_frag14	0.33603
6ooy_A7M_frag6	4ifv_T27_frag15	0.33622
6ooy_A7M_frag6	4ifv_T27_frag16	0.33592
6ooy_A7M_frag6	4ifv_T27_frag17	0.33647
6ooy_A7M_frag6	4ifv_T27_frag18	0.33631
6ooy_A7M_frag6	4ifv_T27_frag19	0.33679
6ooy_A7M_frag6	4ifv_T27_frag20	0.33647
6ooy_A7M_frag6	4ifv_T27_frag21	0.33647
6ooy_A7M_frag6	4ifv_T27_frag22	0.33651
6ooy_A7M_frag6	4ifv_T27_frag23	0.33647
6ooy_A7M_frag6	4ifv_T27_frag24	0.33746
6ooy_A7M_frag6	4ifv_T27_frag25	0.33659
6ooy_A7M_frag6	4ifv_T27_frag26	0.33666
6ooy_A7M_frag6	4ifv_T27_frag27	0.33667
6ooy_A7M_frag6	4ifv_T27_frag28	0.33667
6ooy_A7M_frag6	4ig3_T27_frag1	0.3293
6ooy_A7M_frag6	4ig3_T27_frag2	0.33026
6ooy_A7M_frag6	4ig3_T27_frag3	0.3293
6ooy_A7M_frag6	4ig3_T27_frag4	0.33026
6ooy_A7M_frag6	4ig3_T27_frag5	0.33173
6ooy_A7M_frag6	4ig3_T27_frag6	0.33214
6ooy_A7M_frag6	4ig3_T27_frag7	0.33173
6ooy_A7M_frag6	4ig3_T27_frag8	0.33456
6ooy_A7M_frag6	4ig3_T27_frag9	0.33214
6ooy_A7M_frag6	4ig3_T27_frag10	0.33456
6ooy_A7M_frag6	4ig3_T27_frag11	0.33523
6ooy_A7M_frag6	4ig3_T27_frag12	0.33594
6ooy_A7M_frag6	4ig3_T27_frag13	0.33523
6ooy_A7M_frag6	4ig3_T27_frag14	0.33605
6ooy_A7M_frag6	4ig3_T27_frag15	0.33594
6ooy_A7M_frag6	4ig3_T27_frag16	0.33571
6ooy_A7M_frag6	4ig3_T27_frag17	0.33644
6ooy_A7M_frag6	4ig3_T27_frag18	0.33605
6ooy_A7M_frag6	4ig3_T27_frag19	0.3367
6ooy_A7M_frag6	4ig3_T27_frag20	0.33684
6ooy_A7M_frag6	4ig3_T27_frag21	0.33644
6ooy_A7M_frag6	4ig3_T27_frag22	0.33625
6ooy_A7M_frag6	4ig3_T27_frag23	0.33684
6ooy_A7M_frag6	4ig3_T27_frag24	0.33736
6ooy_A7M_frag6	4ig3_T27_frag25	0.33658
6ooy_A7M_frag6	4ig3_T27_frag26	0.33666
6ooy_A7M_frag6	4ig3_T27_frag27	0.33667
6ooy_A7M_frag6	4ig3_T27_frag28	0.33667
6ooy_A7M_frag6	4kfb_T27_frag1	0.33079
6ooy_A7M_frag6	4kfb_T27_frag2	0.33165
6ooy_A7M_frag6	4kfb_T27_frag3	0.33157
6ooy_A7M_frag6	4kfb_T27_frag4	0.33245
6ooy_A7M_frag6	4kfb_T27_frag5	0.33215
6ooy_A7M_frag6	4kfb_T27_frag6	0.33215
6ooy_A7M_frag6	4kfb_T27_frag7	0.33288
6ooy_A7M_frag6	4kfb_T27_frag8	0.33505
6ooy_A7M_frag6	4kfb_T27_frag9	0.33288
6ooy_A7M_frag6	4kfb_T27_frag10	0.33505
6ooy_A7M_frag6	4kfb_T27_frag11	0.33574
6ooy_A7M_frag6	4kfb_T27_frag12	0.33604
6ooy_A7M_frag6	4kfb_T27_frag13	0.33574
6ooy_A7M_frag6	4kfb_T27_frag14	0.33619
6ooy_A7M_frag6	4kfb_T27_frag15	0.33623
6ooy_A7M_frag6	4kfb_T27_frag16	0.33608
6ooy_A7M_frag6	4kfb_T27_frag17	0.33629
6ooy_A7M_frag6	4kfb_T27_frag18	0.33636
6ooy_A7M_frag6	4kfb_T27_frag19	0.33712
6ooy_A7M_frag6	4kfb_T27_frag20	0.33629
6ooy_A7M_frag6	4kfb_T27_frag21	0.33629
6ooy_A7M_frag6	4kfb_T27_frag22	0.33669
6ooy_A7M_frag6	4kfb_T27_frag23	0.33629
6ooy_A7M_frag6	4kfb_T27_frag24	0.338
6ooy_A7M_frag6	4kfb_T27_frag25	0.33663
6ooy_A7M_frag6	4kfb_T27_frag26	0.33666
6ooy_A7M_frag6	4kfb_T27_frag27	0.3366
6ooy_A7M_frag6	4kfb_T27_frag28	0.33667
6ooy_A7M_frag6	4kko_1RE_frag1	0.31993
6ooy_A7M_frag6	4kko_1RE_frag2	0.32093
6ooy_A7M_frag6	4kko_1RE_frag3	0.32147
6ooy_A7M_frag6	4kko_1RE_frag4	0.32249
6ooy_A7M_frag6	4kko_1RE_frag5	0.32389
6ooy_A7M_frag6	4kko_1RE_frag6	0.3274
6ooy_A7M_frag6	4kko_1RE_frag7	0.32506
6ooy_A7M_frag6	4kko_1RE_frag8	0.32868
6ooy_A7M_frag6	4kko_1RE_frag9	0.32512
6ooy_A7M_frag6	4kko_1RE_frag10	0.32907
6ooy_A7M_frag6	4kko_1RE_frag11	0.33163
6ooy_A7M_frag6	4kko_1RE_frag12	0.32624
6ooy_A7M_frag6	4kko_1RE_frag13	0.33013
6ooy_A7M_frag6	4kko_1RE_frag14	0.33207
6ooy_A7M_frag6	4kko_1RE_frag15	0.33258
6ooy_A7M_frag6	4kko_1RE_frag16	0.33037
6ooy_A7M_frag6	4kko_1RE_frag17	0.33307
6ooy_A7M_frag6	4kko_1RE_frag18	0.33017
6ooy_A7M_frag6	4kko_1RE_frag19	0.33183
6ooy_A7M_frag6	4kko_1RE_frag20	0.33058
6ooy_A7M_frag6	4kko_1RE_frag21	0.33172
6ooy_A7M_frag6	4kko_1RE_frag22	0.33489
6ooy_A7M_frag6	4kko_1RE_frag23	0.33167
6ooy_A7M_frag6	4kko_1RE_frag24	0.33286
6ooy_A7M_frag6	4kko_1RE_frag25	0.33215
6ooy_A7M_frag6	4kko_1RE_frag26	0.33405
6ooy_A7M_frag6	4kko_1RE_frag27	0.33572
6ooy_A7M_frag6	4kko_1RE_frag28	0.33576
6ooy_A7M_frag6	4kko_1RE_frag29	0.33409
6ooy_A7M_frag6	4kko_1RE_frag30	0.3344
6ooy_A7M_frag6	4kko_1RE_frag31	0.33642
6ooy_A7M_frag6	4kko_1RE_frag32	0.3331
6ooy_A7M_frag6	4kko_1RE_frag33	0.33442
6ooy_A7M_frag6	4kko_1RE_frag34	0.33339
6ooy_A7M_frag6	4kko_1RE_frag35	0.33418
6ooy_A7M_frag6	4kko_1RE_frag36	0.33656
6ooy_A7M_frag6	4kko_1RE_frag37	0.33626
6ooy_A7M_frag6	4kko_1RE_frag38	0.33453
6ooy_A7M_frag6	4kko_1RE_frag39	0.33641
6ooy_A7M_frag6	4kko_1RE_frag40	0.33641
6ooy_A7M_frag6	4kko_1RE_frag41	0.33656
6ooy_A7M_frag6	4kko_1RE_frag42	0.33738
6ooy_A7M_frag6	4kko_1RE_frag43	0.33713
6ooy_A7M_frag6	4kko_1RE_frag44	0.33579
6ooy_A7M_frag6	4kko_1RE_frag45	0.3377
6ooy_A7M_frag6	4kko_1RE_frag46	0.33732
6ooy_A7M_frag6	4kko_1RE_frag47	0.34094
6ooy_A7M_frag6	4kko_1RE_frag48	0.3541
6ooy_A7M_frag6	4kko_1RE_frag49	0.33665
6ooy_A7M_frag6	4kko_1RE_frag50	0.33855
6ooy_A7M_frag6	4ko0_JLJ_frag1	0.33062
6ooy_A7M_frag6	4ko0_JLJ_frag2	0.3314
6ooy_A7M_frag6	4ko0_JLJ_frag3	0.3308
6ooy_A7M_frag6	4ko0_JLJ_frag4	0.33162
6ooy_A7M_frag6	4ko0_JLJ_frag5	0.33447
6ooy_A7M_frag6	4ko0_JLJ_frag6	0.33398
6ooy_A7M_frag6	4ko0_JLJ_frag7	0.33539
